GVKEY,LINKPRIM,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,conm,tic
141982,P,LC,88906,41266,2001-02-06,2014-12-04,ATP OIL & GAS CORP,ATPAQ
141983,P,LC,88910,41272,2001-02-08,2008-11-14,BEARINGPOINT INC,BGPTQ
142088,P,LC,88908,41269,2001-02-20,2020-06-30,CENTERSTATE BANK CORP,CSFL
142260,P,LC,88897,41259,2001-02-09,E,OIL STATES INTL INC,OIS
142337,P,LC,92601,52977,2008-03-26,E,NORTHERN OIL & GAS INC,NOG
142382,P,LC,88922,41365,2001-03-09,2010-03-09,ENCORE ACQUISITION CO,EAC.1
142390,P,LC,88913,41273,2001-02-16,2003-09-10,RIVERSTONE NETWORKS INC,RSTN.1
142459,P,LC,89035,41705,2001-06-08,2007-04-19,UNITED SURGICAL PRTNRS -OLD,USPI.1
142460,P,LC,88991,41580,2001-05-23,2016-04-13,PEABODY ENERGY CORP,BTU
142460,P,LC,16689,55925,2017-04-04,E,PEABODY ENERGY CORP,BTU
142462,P,LC,89008,41682,2001-06-20,2016-06-30,PHOENIX COMPANIES INC,PNX
142463,P,LC,88977,41556,2001-05-18,2005-12-30,INSTINET GROUP INC,INGP.
142748,P,LC,89497,43501,2001-04-02,2013-10-31,ARBITRON INC,ARB.1
142811,P,LC,89004,41678,2001-06-14,2017-01-31,FMC TECHNOLOGIES INC,FTI.1
142814,P,LC,89290,42651,2002-01-29,E,SYNAPTICS INC,SYNA
142945,P,LC,89727,44027,2003-04-15,2010-07-16,ARENA RESOURCES INC,ARD.1
142953,P,LC,89006,41680,2001-06-13,E,MONDELEZ INTERNATIONAL INC,MDLZ
142955,P,LC,88983,41563,2001-05-17,2003-11-28,TELLIUM INC,TELM
142956,P,LC,89110,41980,2001-08-07,E,OMNICELL INC,OMCL
143073,J,LX,89007,41681,2003-03-31,2009-10-30,ODYSSEY RE HOLDINGS CORP,ORH
143073,P,LC,89007,41681,2001-06-14,2009-10-30,ODYSSEY RE HOLDINGS CORP,ORH
143356,P,LC,89258,42524,2001-12-13,E,PRUDENTIAL FINANCIAL INC,PRU
143640,P,LC,88989,41578,2001-05-15,2014-11-28,KINDER MORGAN MANAGEMENT LLC,KMR
143710,C,LC,88987,41577,2021-02-22,2023-07-21,WILLIAMS INDUSTRIAL SE G INC,WLMSQ
143710,C,LC,88987,41577,2010-08-10,2016-03-30,WILLIAMS INDUSTRIAL SE G INC,WLMSQ
143710,C,LC,88987,41577,2001-05-18,2006-09-28,WILLIAMS INDUSTRIAL SE G INC,WLMSQ
143912,P,LC,89031,41562,2001-06-07,E,AXON ENTERPRISE INC,AXON
143974,P,LC,89002,41671,2001-06-08,E,BREAD FINANCIAL HOLDINGS INC,BFH
144066,P,LC,89014,41688,2001-07-02,2018-11-30,ROCKWELL COLLINS,COL
144119,P,LC,89003,41673,2001-07-09,2006-01-31,CERTEGY INC,CEY.3
144135,P,LC,89271,42542,2001-12-07,2011-07-05,LAWSON SOFTWARE INC,LWSN
144396,P,LC,89167,42265,2001-10-25,E,CROSS COUNTRY HEALTHCARE INC,CCRN
144519,P,LC,89247,42512,2001-12-11,2007-01-26,ARAMARK CORP,0083A
144520,P,LC,89215,42400,2001-11-13,E,AMN HEALTHCARE SERVICES INC,AMN
144559,P,LC,89070,41870,2001-08-07,E,ZIMMER BIOMET HOLDINGS INC,ZBH
144640,P,LC,89327,42915,2002-03-14,E,ASBURY AUTOMOTIVE GROUP INC,ABG
144998,P,LC,90175,45186,2004-05-12,E,XPO INC,XPO
145042,P,LC,89203,42385,2001-11-13,2017-11-30,ADVISORY BOARD CO,ABCO
145046,P,LC,89179,42273,2001-10-30,E,ELEVANCE HEALTH INC,ELV
145049,P,LC,89301,42775,2005-10-01,E,GAMESTOP CORP,GME
145049,N,LC,89301,42775,2004-11-15,2005-09-30,GAMESTOP CORP,GME
145049,C,LC,89301,42775,2004-11-01,2004-11-14,GAMESTOP CORP,GME
145049,P,LC,89301,42775,2002-02-13,2004-10-31,GAMESTOP CORP,GME
145186,P,LC,89347,42933,2002-03-12,2008-08-04,WCI COMMUNITIES INC,WCIC
145308,P,LC,89244,42430,2025-07-07,E,WW INTERNATIONAL INC,WW
145308,P,LC,89244,42430,2001-11-15,2025-05-15,WW INTERNATIONAL INC,WW
145367,P,LC,89204,42386,2001-11-06,2012-12-31,AMERIGROUP CORP,AGP
145431,P,LC,89374,43019,2002-04-30,2005-09-30,PREMCOR INC,PCO.2
145471,P,LC,89311,42786,2002-02-15,2002-10-31,PAYPAL INC,PYPL.1
145512,P,LC,89265,42536,2001-12-14,2008-09-10,APP PHARMACEUTICALS INC,APPX.1
145513,P,LC,89275,42545,2001-12-12,2004-04-30,NETSCREEN TECHNOLOGIES INC,NSCN
145552,P,LC,89269,42540,2001-12-13,E,CENTENE CORP,CNC
145701,P,LC,89195,42285,2001-10-23,E,PRINCIPAL FINANCIAL GRP INC,PFG
145702,P,LC,89260,42530,2001-12-14,2005-06-30,UNITED DEFENSE INDUSTRIES,UDI.2
145977,P,LC,89217,42402,2001-11-29,E,ADVANCE AUTO PARTS INC,AAP
145979,P,LC,90643,46538,2010-12-22,2016-11-30,ACCURIDE CORP,ACW
145979,P,LC,90643,46538,2005-04-26,2008-11-11,ACCURIDE CORP,ACW
146017,P,LC,89216,42401,2001-11-14,E,ACUITY INC,AYI
146156,P,LC,89230,42415,2001-11-23,2017-10-02,ALERE INC,ALR.
146171,P,LC,89307,42784,2002-02-07,2022-09-30,MANTECH INTL CORP,MANT
146616,P,LC,90125,45081,2004-04-14,E,CORCEPT THERAPEUTICS INC,CORT
146617,P,LC,89326,42914,2002-03-12,2006-06-30,ANTEON INTERNATIONAL CORP,ANT.2
146738,P,LC,89986,44803,2022-04-13,E,APPLIED DIGITAL CORP,APLD
146738,P,LC,89986,44803,2004-01-30,2008-09-28,APPLIED DIGITAL CORP,APLD
147175,P,LC,17279,56249,2008-06-10,2015-06-30,LORILLARD INC,LO
147204,P,LC,89297,42769,2002-02-05,E,COGENT COMMUNICATIONS HLDGS,CCOI
147242,P,LC,89397,43149,2010-07-06,2025-11-28,VERINT SYSTEMS INC,VRNT
147242,P,LC,89397,43149,2002-05-16,2007-01-31,VERINT SYSTEMS INC,VRNT
147305,P,LC,89353,42997,2002-04-12,E,JETBLUE AIRWAYS CORP,JBLU
147310,P,LC,24256,21215,2002-02-14,2003-03-26,TOUCH AMERICA HOLDINGS,TCAHQ
147579,P,LC,89393,43145,2002-05-23,E,NETFLIX INC,NFLX
147637,P,LC,89442,43280,2002-06-05,2003-08-29,VERIDIAN CORP,VNX.1
147638,P,LC,89409,43163,2002-05-09,2018-02-28,REGAL ENTERTAINMENT GROUP,RGC.1
147644,P,LC,89390,43143,2002-05-17,2007-11-02,KYPHON INC,KYPH
147658,P,LC,89431,43269,2002-06-27,2010-10-01,HEWITT ASSOCIATES INC,HEW
147661,P,LC,89399,43151,2002-05-16,2016-04-21,ARO LIQUIDATION INC,AROPQ
147868,P,LC,89394,43146,2002-05-30,E,BED BATH & BEYOND INC,BBBY
147885,P,LC,89389,43142,2002-05-23,2005-07-29,EON LABS INC,ELAB.1
147988,P,LC,91975,52247,2007-05-10,E,AECOM,ACM
148069,P,LC,89414,43251,2002-06-21,2005-05-31,CTI MOLECULAR IMAGING INC,CTMI
148169,P,LC,90280,45420,2004-07-22,2014-08-29,IDENIX PHARMACEUTICALS INC,IDIX
148170,P,LC,92213,52663,2007-08-28,E,RIOT PLATFORMS INC,RIOT
148221,P,LC,93247,53340,2010-02-11,2011-09-08,GRAHAM PACKAGING CO INC,GRM
148281,P,LC,91116,50316,2006-03-03,2010-11-10,MARINER ENERGY INC,ME.2
148349,P,LC,91152,50481,2006-03-15,E,TRANSDIGM GROUP INC,TDG
148390,P,LC,89753,44115,2003-06-12,E,FORMFACTOR INC,FORM
148870,P,LC,89426,43263,2002-07-01,2009-02-26,ADVANCED MEDICAL OPTICS INC,EYE.3
148950,P,LC,89406,43159,2002-06-03,E,ENPRO INC,NPO
149070,P,LC,89626,43791,2002-12-06,E,CME GROUP INC,CME
149089,P,LC,89806,44267,2003-08-01,2009-03-05,CITADEL BROADCASTING CORP,CDELB
149177,P,LC,89916,44625,2003-11-24,E,NEXSTAR MEDIA GROUP,NXST
149268,P,LC,89636,43802,2002-12-19,2013-05-30,FREEPORT MCMRN OIL&GAS -REDH,FMOG
149318,P,LC,89533,43620,2002-10-25,E,WYNN RESORTS LTD,WYNN
149337,P,LC,90601,46282,2005-02-10,E,NASDAQ INC,NDAQ
149738,P,LC,93150,43340,2009-12-10,2022-01-31,CIT GROUP INC,CIT
149738,P,LC,89463,43340,2002-07-02,2009-11-02,CIT GROUP INC,CIT
150139,P,LC,89540,43626,2002-10-16,E,DICKS SPORTING GOODS INC,DKS
150278,P,LC,89876,44506,2003-10-24,E,CARTER'S INC,CRI
150279,P,LC,89653,43857,2003-01-16,E,PROVIDENT FINANCIAL SVCS INC,PFS
150306,P,LC,89826,44292,2003-08-13,E,TEXAS CAPITAL BANCSHARES INC,TCBI
150397,P,LC,89607,43724,2002-11-08,2005-12-30,WELLCHOICE INC,WC
150477,P,LC,89574,43690,2002-11-08,E,PRA GROUP INC,PRAA
150481,P,LC,89506,43508,2002-10-01,E,SAIA INC,SAIA
150699,P,LC,89509,43520,2002-10-01,2021-10-29,CIMAREX ENERGY CO,XEC
151016,P,LC,89680,43907,2003-02-27,2007-11-06,DADE BEHRING HOLDINGS INC,DADE
151630,P,LC,90436,45865,2004-11-01,E,HALOZYME THERAPEUTICS INC,HALO
151708,P,LC,89647,43849,2003-01-03,2011-03-31,BROOKFIELD RESIDENTIAL PPTYS,BRP.2
151829,P,LC,89638,43804,2003-01-07,2004-12-14,TEXAS GENCO HOLDINGS INC,TGN.11
152149,P,LC,89781,44184,2003-07-02,E,MOLINA HEALTHCARE INC,MOH
152248,P,LC,90055,44915,2004-02-05,2007-07-11,TODCO,THE
153668,P,LC,89644,43846,2003-01-13,2013-06-28,VIRGIN MEDIA INC,VMED
153728,P,LC,89796,44172,2003-07-24,2019-02-28,IPASS INC,IPAS
154056,P,LC,89850,44394,2003-09-18,2013-07-31,NATIONAL FINANCIAL PRTNRS CP,NFP
154357,P,LC,93422,53439,2010-07-01,2021-03-31,QEP RESOURCES INC,QEP
154511,P,LC,27712,60564,2025-11-20,E,CENTRAL BANCOMPANY,CBC
154755,P,LC,89805,44266,2003-08-07,2014-04-30,CAPITALSOURCE INC,CSE
155393,P,LC,89901,44613,2020-09-02,2022-07-29,WHITING PETROLEUM CORP,WLL
155393,C,LC,89901,44613,2020-09-01,2020-09-01,WHITING PETROLEUM CORP,WLL
155393,P,LC,89901,44613,2003-11-20,2020-08-31,WHITING PETROLEUM CORP,WLL
155394,P,LC,89866,44497,2003-10-03,E,LKQ CORP,LKQ
155395,P,LC,89957,44710,2003-12-12,2005-04-29,INTERNATIONAL STEEL GRP INC,ISG.1
155735,P,LC,89830,44377,2003-09-24,2008-03-17,AMIS HOLDINGS INC,AMIS
155795,P,LC,89918,44627,2003-11-06,2008-03-07,PHARMION CORP,PHRM.
155934,P,LC,89899,44611,2003-11-25,2007-11-23,SIRVA INC  -REDH,SRVA
156133,P,LC,89868,44499,2003-10-30,2006-11-30,MYOGEN INC,MYOG
156153,P,LC,89922,44631,2003-11-13,E,ADEIA INC,ADEA
156155,P,LC,89900,44612,2003-11-25,E,TD SYNNEX CORP,SNX
156156,P,LC,89877,44512,2003-10-31,2016-08-31,FIRST MARBLEHEAD CORP,FMD
156292,P,LC,90008,44814,2004-01-30,2005-11-30,EYETECH PHARMACEUTICALS INC,EYET
156383,P,LC,89946,44699,2003-12-04,2024-05-31,AMERICAN NATIONAL GROUP INC,AEL
156614,P,LC,89908,44619,2003-11-25,2025-07-31,CONN'S INC,CONNQ
156617,P,LC,91086,50290,2006-02-10,2024-08-30,ACORDA THERAPEUTICS INC,ACORQ
156618,P,LC,90132,45086,2004-04-02,2011-04-15,NEWALLIANCE BANCSHARES INC,NAL
156861,P,LC,89971,44726,2003-12-18,E,SOMNIGROUP INTERNATIONAL INC,SGI
156953,P,LC,90037,44892,2004-02-12,E,HILLTOP HOLDINGS INC,HTH
157057,P,LC,90038,44893,2004-02-05,E,ASSURANT INC,AIZ
157074,P,LC,90017,44819,2004-01-13,2014-03-31,CROSSTEX ENERGY INC,XTXI
157153,P,LC,89952,44705,2003-12-12,E,COMPASS MINERALS INTL INC,CMP
157218,P,LC,89904,44616,2003-11-21,2018-02-28,BUFFALO WILD WINGS INC,BWLD
157354,P,LC,89960,44712,2003-12-09,E,KRONOS WORLDWIDE INC,KRO
157373,P,LC,16736,55954,2017-05-10,E,VISTRA CORP,VST
157415,P,LC,90052,44911,2004-02-03,2015-05-29,TRW AUTOMOTIVE HOLDINGS CORP,TRW
157433,P,LC,90247,45378,2004-07-22,2006-01-31,DEX MEDIA INC-OLD,DEX.2
157635,P,LC,90022,44878,2004-02-12,2011-05-31,ATHEROS COMMUNICATIONS INC,ATHR.1
157855,P,LC,90215,45288,2004-06-23,E,SALESFORCE INC,CRM
157858,P,LC,90435,45382,2004-12-03,2006-12-01,FREESCALE SEMICONDUCTOR INC,BX1
157858,J,LC,90251,45382,2004-12-01,2006-12-01,FREESCALE SEMICONDUCTOR INC,BX1
157858,P,LC,90251,45382,2004-07-30,2004-11-30,FREESCALE SEMICONDUCTOR INC,BX1
158354,P,LC,90162,45174,2004-05-25,E,GENWORTH FINANCIAL INC,GNW
158473,P,LC,90565,46163,2005-02-10,2011-01-12,SYNIVERSE HOLDINGS INC-OLD,SVR.1
158563,P,LC,90126,45082,2004-04-29,E,CYTOKINETICS INC,CYTK
158736,P,LC,90180,45193,2004-05-11,2011-02-17,ATLAS ENERGY INC,ATLS.2
158740,P,LC,90135,45089,2004-04-22,2009-06-25,SIRF TECHNOLOGY HOLDINGS INC,SIRF
158742,P,LC,90454,45878,2004-11-05,E,MARKETAXESS HOLDINGS INC,MKTX
158743,P,LC,91977,45679,2007-05-23,E,B&G FOODS INC,BGS
160183,P,LC,90210,45284,2004-06-30,2015-06-10,LIFE TIME FITNESS INC,LTM.2
160211,P,LC,90248,45379,2004-07-13,E,DOMINO'S PIZZA INC,DPZ
160225,P,LC,91233,50700,2006-05-25,E,MASTERCARD INC,MA
160232,P,LC,90287,45427,2004-07-09,2012-02-29,NETLOGIC MICROSYSTEMS INC,NETL.1
160255,P,LC,90110,45068,2004-05-03,2015-09-02,HOSPIRA INC,HSP
160256,P,LC,91937,52120,2007-04-19,2013-04-30,METROPCS COMMUNICATIONS INC,PCS.2
160260,P,LC,90309,45472,2004-08-06,2008-07-09,NAVTEQ CORP,NVT.1
160272,P,LC,90275,45416,2004-07-23,2015-01-30,AUXILIUM PHARMA INC,AUXL
160329,P,LC,90319,45483,2004-08-19,E,ALPHABET INC,GOOGL
160329,J,LC,14542,45483,2014-04-03,E,ALPHABET INC,GOOGL
160340,P,LC,90285,45425,2004-07-28,E,MANNKIND CORP,MNKD
160341,P,LC,90533,46102,2005-01-28,E,W&T OFFSHORE INC,WTI
160373,P,LC,90708,46692,2005-05-03,E,MORNINGSTAR INC,MORN
160374,P,LC,90321,45484,2004-08-05,2007-04-19,NEW RIVER PHARMA INC,NRPH
160376,P,LC,90427,45732,2004-10-05,E,TEXAS ROADHOUSE INC,TXRH
160416,P,LC,90426,45731,2004-10-21,2014-09-30,TOWER GROUP INTL LTD,TWGP
160498,P,LC,90356,45557,2004-09-24,2010-12-01,COGENT INC,COGT.1
160549,J,LC,90227,45301,2014-03-01,E,LIBERTY GLOBAL LTD,LBTYK
160549,P,LC,90227,45301,2004-06-08,2014-02-28,LIBERTY GLOBAL LTD,LBTYK
160598,P,LC,90353,45555,2004-09-23,2025-04-30,BEACON ROOFING SUPPLY INC,BECN
160661,P,LC,92132,52406,2007-06-28,2015-08-31,POLYPORE INTERNATIONAL INC,PPO
160668,P,LC,90423,45728,2004-10-05,E,INNOVIVA INC,INVA
160684,P,LC,90312,45475,2004-08-11,E,WESTLAKE CORP,WLK
160719,P,LC,90536,46105,2005-01-26,2016-01-29,GFI GROUP INC,GFIG
160770,N,LX,14054,54484,2013-07-15,2024-01-31,MIRATI THERAPEUTICS INC,MRTX
160770,P,LC,14054,54484,2013-07-15,2024-01-31,MIRATI THERAPEUTICS INC,MRTX
160776,P,LC,90090,44999,2004-03-23,E,SIGNATURE BANK/NY,SBNY
160785,P,LC,19721,20851,2004-07-01,E,PURSUIT ATTRC AND HSPTLY INC,PRSU
160811,P,LC,90613,46423,2005-03-09,2007-12-19,INTL SECURITIES EXCHNG HLDGS,ISE
160888,P,LC,90455,45879,2004-11-19,E,MONOLITHIC POWER SYSTEMS INC,MPWR
160893,P,LC,90249,45380,2004-07-30,E,ENERSYS,ENS
160912,P,LC,90374,45685,2004-10-28,2016-08-22,DREAMWORKS ANIMATION SKG INC,DWA
160913,P,LC,90444,45871,2004-11-11,E,ORMAT TECHNOLOGIES INC,ORA
161000,P,LC,90760,46883,2005-06-24,2014-04-30,KKR FINANCIAL HOLDINGS LLC,9470B
161036,P,LC,13110,53934,2011-11-18,2016-09-30,MATTRESS FIRM HOLDING CORP,MFRM.1
161040,P,LC,90833,47186,2005-08-11,2016-04-22,HEARTLAND PAYMENT SYSTEMS,HPY
161067,P,LC,90493,46013,2004-12-16,2012-04-30,ADVANCE AMER CASH ADVANCE CT,AEA
161110,P,LC,90501,46020,2004-12-09,2009-07-31,FOUNDATION COAL HOLDINGS INC,FCL.2
161120,P,LC,90507,46026,2004-12-16,2022-07-29,MACQUARIE INFRASTR HOLD LLC,MIC.3
161797,P,LC,90439,45868,2004-11-11,2011-12-01,NALCO HOLDING CO,NLC
161844,P,LC,90505,46024,2004-12-15,E,LAS VEGAS SANDS CORP,LVS
161993,P,LC,90677,46666,2005-05-06,2008-08-28,BOIS D ARC ENERGY INC,BDE.
161997,P,LC,90409,45716,2004-10-13,E,HURON CONSULTING GROUP INC,HURN
162129,P,LC,90386,45695,2004-10-25,E,MOSAIC CO,MOS
162175,P,LC,90541,46109,2005-01-27,2011-09-01,OPTIONSXPRESS HOLDINGS INC,OXPS
162198,P,LC,90463,45885,2004-11-23,2008-05-07,UAP HOLDING CORP,UAPH
162254,P,LC,90520,46091,2005-01-21,E,CELANESE CORP,CE
162283,P,LC,90994,48794,2005-11-21,2011-06-14,INTERNATIONAL COAL GROUP INC,ICO
162335,P,LC,90564,46162,2005-02-10,E,PRESTIGE CONSUMER HEALTHCARE,PBH
162354,P,LC,90550,46149,2005-02-17,E,DOLBY LABORATORIES INC,DLB
162385,P,LC,90569,46169,2005-02-16,E,WEX INC,WEX
162401,P,LC,90558,46156,2005-02-11,E,HUNTSMAN CORP,HUN
162404,P,LC,90734,46857,2005-06-09,2023-02-28,LHC GROUP INC,LHCG
162448,P,LC,90547,46145,2005-02-15,2016-07-29,ALPHA NATURAL RESOURCES INC,ANRZQ
162449,P,LC,91500,51308,2006-10-20,E,EXLSERVICE HOLDINGS INC,EXLS
162459,P,LC,90494,46014,2004-12-10,2021-04-30,HIGHPOINT RESOURCES CORP,HPR
162556,P,LC,90616,46427,2005-03-17,2006-07-31,PANAMSAT HOLDING CORP,PA
162559,C,LC,90701,46687,2005-05-05,E,LAZARD INC,LAZ
162560,P,LC,90634,46441,2005-03-15,E,AXOS FINANCIAL INC,AX
162733,P,LC,90657,46553,2005-04-29,2018-08-31,VERIFONE SYSTEMS INC,PAY.4
162770,P,LC,91832,51819,2007-02-06,2016-07-24,SYNTA PHARMACEUTICALS CORP,SNTA
162876,P,LC,91018,49994,2005-12-02,2021-09-30,CORE MARK HOLDING CO INC,CORE
162887,P,LC,90664,46559,2005-04-14,E,DEXCOM INC,DXCM
162897,P,LC,90946,23442,2005-10-07,2010-12-21,AMERICAN COMMERCIAL LINES,ACLI
162906,P,LC,90992,48792,2005-11-11,2016-07-12,IHS MARKIT LTD,INFO.1
162909,P,LC,84553,15327,2007-01-12,2015-03-02,BPZ RESOURCES INC,BPZRQ
162957,P,LC,90849,47195,2005-08-17,2015-01-30,ROCKWOOD HOLDINGS INC,ROC.3
163036,P,LC,90720,46846,2005-06-22,E,BUILDERS FIRSTSOURCE,BLDR
163118,P,LC,90699,46685,2005-05-11,2011-07-29,WARNER MUSIC GROUP CORP,WMG
163118,P,LC,19403,46685,2020-06-03,E,WARNER MUSIC GROUP CORP,WMG
163601,P,LC,90751,46874,2005-06-29,2011-05-25,DSW INC-OLD,DSW.2
163610,P,LC,90993,48793,2005-11-16,E,INTERCONTINENTAL EXCHANGE,ICE
163627,P,LC,90807,47012,2005-07-21,2016-02-26,DIAMOND FOODS INC,DMND
163628,P,LC,90800,47007,2005-07-21,2008-01-29,ADAMS RESPIRATORY THERAPTCS,ARXT
163629,P,LC,90763,46886,2005-06-29,2017-08-07,NEUSTAR INC,NSR.3
163669,P,LC,90786,46996,2005-07-26,2016-10-31,ITC HOLDINGS CORP,ITC1
163720,P,LC,90725,46850,2005-06-16,2010-07-30,EV3 INC,EVVV
163770,P,LC,90848,47194,2005-08-11,2005-10-13,REFCO INC,RFXCQ
163772,P,LC,91029,50005,2005-12-16,2009-05-06,SPANSION INC,CODE
163878,P,LC,91605,51441,2006-11-10,2018-07-31,CAPELLA EDUCATION CO,CPLA
163893,P,LC,90867,47213,2005-08-03,2015-02-27,MWI VETERINARY SUPPLY,MWIV
163920,P,LC,90776,46890,2005-06-30,E,WESTERN ALLIANCE BANCORP,WAL
163927,P,LC,90814,47019,2005-07-22,2014-07-22,HITTITE MICROWAVE CORP,HITT
163939,P,LC,90779,46986,2005-07-28,2017-07-31,ALON USA ENERGY INC,ALJ
163941,P,LC,90914,47452,2005-09-29,2009-10-23,WEBMD HEALTH CORP -OLD,WBMD.1
163946,P,LC,90829,47183,2005-08-11,E,CF INDUSTRIES HOLDINGS INC,CF
163948,P,LC,90831,47184,2005-08-05,2015-06-30,DRESSER-RAND GROUP INC,DRC
163983,P,LC,90775,46889,2005-06-28,E,TREEHOUSE FOODS INC,THS
163993,P,LC,90920,47860,2005-10-19,2007-07-12,CBOT HOLDINGS INC,BOT.2
164046,N,LX,92619,52991,2008-04-08,E,GRAN TIERRA ENERGY INC,GTE
164046,P,LC,92619,52991,2008-04-08,E,GRAN TIERRA ENERGY INC,GTE
164266,P,LC,91141,50473,2006-03-15,2016-09-30,MEDIVATION INC,MDVN
164296,J,LC,92778,47011,2008-09-18,2022-04-08,WARNER BROS DISCOVERY INC,WBD
164296,P,LC,90805,47011,2005-07-21,2022-04-08,WARNER BROS DISCOVERY INC,WBD
164296,P,LC,22976,59247,2022-04-11,E,WARNER BROS DISCOVERY INC,WBD
164364,P,LC,90952,47880,2005-10-12,2022-04-29,INVESTORS BANCORP INC,ISBC
164416,P,LC,90971,48773,2005-11-09,E,IROBOT CORP,IRBTQ
164422,P,LC,91032,50007,2005-12-13,2015-10-30,DEALERTRACK TECHNOLOGIES INC,TRAK.1
164433,P,LC,90802,47008,2005-08-01,2007-09-14,CHAPARRAL STEEL CO,CHAP.1
164471,P,LC,91212,50692,2006-05-18,2010-10-19,RESTAURANT BRANDS INTL INC,QSR
164471,P,LC,13430,54100,2012-06-20,2014-12-12,RESTAURANT BRANDS INTL INC,QSR
164494,P,LC,91594,51433,2006-11-21,2025-12-31,SPIRIT AEROSYSTEMS HOLDINGS,SPR
164543,P,LC,91195,50606,2006-04-21,E,COMPLETE PRODUCTION SERVICES,CPX
164557,P,LC,90870,47216,2005-08-10,E,RBC BEARINGS INC,RBC
164571,P,LC,91045,50019,2005-12-16,2011-05-31,EMERGENCY MEDICAL SVCS CORP,EMS
164607,P,LC,90951,47879,2015-11-09,2016-06-14,HERCULES OFFSHORE INC,HEROQ
164607,P,LC,90951,47879,2005-10-27,2015-08-23,HERCULES OFFSHORE INC,HEROQ
164609,P,LC,90900,47440,2005-09-29,2019-11-29,GENOMIC HEALTH INC,GHDX
164633,P,LC,91356,50861,2006-06-23,E,HOME BANCSHARES INC,HOMB
164652,P,LC,90988,48786,2005-11-22,E,BROOKDALE SENIOR LIVING INC,BKD
164665,P,LC,91067,50183,2006-01-19,2010-05-28,CNX GAS CORP,CXG
164680,P,LC,92044,52296,2007-05-29,2018-11-30,KAPSTONE PAPER & PACKAGING,KS
164708,P,LC,90880,47422,2005-10-03,E,AMERIPRISE FINANCIAL INC,AMP
164755,P,LC,91090,50293,2006-02-08,E,CROCS INC,CROX
165051,P,LC,90978,48778,2005-11-17,2024-11-29,SUNPOWER CORP,SPWRQ
165052,P,LC,90979,48779,2005-11-18,E,UNDER ARMOUR INC,UAA
165052,J,LC,15980,48779,2016-04-08,E,UNDER ARMOUR INC,UAA
165123,P,LC,91547,51338,2006-10-13,E,LEIDOS HOLDINGS INC,LDOS
165124,P,LC,91967,52141,2007-04-12,2017-05-31,SYNUTRA INTERNATIONAL INC,SYUT
165244,P,LC,90910,47448,2005-09-29,2012-04-05,TALEO CORP,TLEO
165264,P,LC,90925,47864,2005-10-18,E,FIDELITY NATIONAL FINANCIAL,FNF
165652,P,LC,91073,50192,2006-01-19,2017-06-01,WESTERN REFINING INC,WNR
165675,P,LC,91063,50032,2006-01-03,2019-12-31,VIACOM INC,VIAB
165731,P,LC,91322,50850,2006-06-14,2008-10-31,VERASUN ENERGY CORP,VSUNQ
165746,P,LC,91041,50016,2005-12-22,E,LIVE NATION ENTERTAINMENT,LYV
165798,P,LC,92294,52763,2007-09-28,E,URANIUM ENERGY CORP,UEC
165845,P,LC,91099,50300,2006-02-09,2016-05-31,NTELOS HOLDINGS CORP,NTLS
165855,P,LC,91113,50313,2006-02-03,2012-01-30,HEALTHSPRING INC,HS.2
165914,J,LC,91518,50184,2006-10-13,2009-12-21,CHIPOTLE MEXICAN GRILL INC,CMG
165914,P,LC,91068,50184,2006-01-26,E,CHIPOTLE MEXICAN GRILL INC,CMG
165993,P,LC,89003,41673,2006-02-01,E,FIDELITY NATIONAL INFO SVCS,FIS
166005,P,LC,91603,51439,2006-11-13,2018-11-30,AMTRUST FINANCIAL SERVICES,AFSI
166061,P,LC,91100,50301,2006-02-13,2015-07-20,ROSETTA RESOURCES INC,ROSE.3
166213,P,LC,91095,50297,2006-02-23,E,LIQUIDITY SERVICES INC,LQDT
166366,N,LX,91151,50480,2006-03-24,2014-12-31,TIM HORTONS INC,THI
166366,P,LC,91151,50480,2006-03-24,2014-12-31,TIM HORTONS INC,THI
166451,P,LC,91143,50474,2006-03-08,2013-11-12,NYSE EURONEXT,NYX.1
166482,P,LC,91234,50701,2006-05-26,E,MUELLER WATER PRODUCTS INC,MWA
166554,P,LC,91200,50611,2006-04-06,2008-02-13,GOODMAN GLOBAL INC,GGL.1
166562,P,LC,91237,50706,2006-05-24,2022-07-29,VONAGE HOLDINGS CORP,VG.3
166563,P,LC,91215,50694,2006-05-04,E,DELEK US HOLDINGS INC,DK
166639,P,LC,91350,50856,2006-06-01,2016-05-31,CTC MEDIA INC,CTCM
166705,P,LC,93222,53325,2010-01-22,2016-01-31,SYMETRA FINANCIAL CORP,SYA
170335,P,LC,13377,54063,2012-04-20,2021-09-30,PROOFPOINT INC,PFPT
170520,P,LC,14707,54898,2014-06-06,2022-08-31,RADIUS HEALTH INC,RDUS.1
170527,P,LC,13188,53972,2012-02-06,E,POST HOLDINGS INC,POST
170616,P,LC,13379,54064,2012-04-19,2024-03-28,SPLUNK INC,SPLK
170617,P,LC,13407,54084,2012-05-18,E,META PLATFORMS INC,META
170655,P,LC,16680,55920,2017-04-19,E,QXO INC,QXO
170750,P,LC,13641,54222,2012-10-12,E,DIAMONDBACK ENERGY INC,FANG
170841,P,LC,13356,54048,2012-05-01,E,PHILLIPS 66,PSX
