GVKEY,LINKPRIM,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,conm,tic
004060,P,LC,20626,20597,1962-01-31,2017-08-31,DUPONT DE NEMOURS INC,DD
004060,C,LC,20626,20597,1950-06-01,1962-01-30,DUPONT DE NEMOURS INC,DD
004060,P,LC,16851,56027,2017-09-01,E,DUPONT DE NEMOURS INC,DD
004062,P,LU,58990,1366,1972-12-14,2007-12-31,DOW JONES & CO INC,DJ
004065,P,LC,54279,20598,1979-01-31,2008-11-24,DOWNEY FINANCIAL CORP,DWNFQ
004065,C,LC,54279,20598,1979-01-01,1979-01-30,DOWNEY FINANCIAL CORP,DWNFQ
004066,P,LU,30681,1367,1972-12-14,E,OMNICOM GROUP INC,OMC
004072,P,LC,30737,5957,1983-05-04,2021-03-08,ASCENA RETAIL GROUP INC,ASNAQ
004078,P,LU,30780,1392,1981-06-30,2003-06-26,DREYER'S GRAND ICE CRM HLDGS,DRYR
004078,C,LU,30780,1392,1981-06-11,1981-06-29,DREYER'S GRAND ICE CRM HLDGS,DRYR
004082,P,LC,63562,1383,1980-12-17,1990-01-30,DI INDUSTRIES INC-OLD,DRL.2
004087,C,LC,11703,20606,1950-01-01,1962-01-30,DU PONT (E I) DE NEMOURS,DD.2
004087,P,LC,11703,20606,1962-01-31,2017-08-31,DU PONT (E I) DE NEMOURS,DD.2
004093,P,LC,27959,20608,1962-01-31,E,DUKE ENERGY CORP,DUK
004094,P,LC,48506,20610,1969-06-12,2000-10-02,DUN & BRADSTREET HOLDNGS INC,DNB
004094,P,LC,19495,57135,2020-07-01,2025-08-29,DUN & BRADSTREET HOLDNGS INC,DNB
004094,P,LC,88590,39133,2000-10-03,2019-02-28,DUN & BRADSTREET HOLDNGS INC,DNB
004103,C,LC,25072,20612,1953-05-18,1962-01-30,DUQUESNE LIGHT HOLDINGS INC,DQE
004103,P,LC,25072,20612,1962-01-31,2007-05-31,DUQUESNE LIGHT HOLDINGS INC,DQE
004108,P,LU,30940,1425,1972-12-14,E,FLOWSERVE CORP,FLS
004115,P,LU,12008,7062,1984-05-31,E,DYCOM INDUSTRIES INC,DY
004132,P,LC,88783,40975,2000-11-09,2003-01-31,ACTERNA CORP,3ACTRQ
004145,P,LU,42200,20616,1965-07-06,E,REVVITY INC,RVTY
004194,P,LC,11754,20626,1962-01-31,2012-01-18,EASTMAN KODAK CO,KODK
004194,C,LC,11754,20626,1950-01-01,1962-01-30,EASTMAN KODAK CO,KODK
004199,P,LS,11762,20627,1962-01-31,E,EATON CORP PLC,ETN
004199,C,LS,11762,20627,1950-01-01,1962-01-30,EATON CORP PLC,ETN
004201,C,LU,31500,1451,1973-01-31,2021-02-28,EATON VANCE CORP,EV.1
004213,P,LU,70578,1467,1972-12-14,E,ECOLAB INC,ECL
004230,P,LC,54391,20634,1972-03-22,2007-09-28,EDWARDS (A G) INC,AGE.1
004241,P,LC,82855,1507,1996-02-27,2020-07-31,EL PASO ELECTRIC CO,EE.2
004242,C,LC,77481,22983,1992-03-13,2012-05-31,EL PASO CORP,EP.1
004321,P,LC,22103,20643,1962-01-31,E,EMERSON ELECTRIC CO,EMR
004321,C,LC,22103,20643,1949-10-01,1962-01-30,EMERSON ELECTRIC CO,EMR
004340,P,LU,32540,1523,1981-04-30,2015-05-29,EMULEX CORP,ELX
004351,P,LU,26470,20649,1962-01-31,2018-11-30,ENERGEN CORP,EGN
004352,C,LU,32636,1539,1972-12-14,2012-08-31,ENERGY CONVERSION DEV,ENERQ
004367,P,LC,32791,1543,2021-06-02,E,WEATHERFORD INTL PLC,WFRD
004367,P,LC,32791,1543,1979-01-31,2015-05-12,WEATHERFORD INTL PLC,WFRD
004367,C,LC,32791,1543,1977-01-01,1979-01-30,WEATHERFORD INTL PLC,WFRD
004371,P,LC,62834,20651,1981-05-27,2006-06-30,ENGELHARD CORP,EC.2
004372,P,LU,87581,7700,1985-09-30,2006-01-31,ENGINEERED SUPPORT SYSTEMS,EASI.1
004383,P,LU,32986,6748,1983-12-28,E,ATMOS ENERGY CORP,ATO
004384,P,LC,14813,54961,2014-07-28,E,MARA HOLDINGS INC,MARA
004409,P,LU,33137,6863,1984-02-15,E,ENZON PHARMACEUTICALS -OLD,ENZND.1
004423,P,LU,52476,20659,1971-05-11,E,EQUIFAX INC,EFX
004430,P,LC,24328,20662,1962-01-31,E,EQT CORP,EQT
004430,C,LC,24328,20662,1951-01-01,1962-01-30,EQT CORP,EQT
004460,P,LU,50788,20671,1970-06-23,2019-03-29,ESTERLINE TECHNOLOGIES CORP,ESL
004462,P,LU,42550,20672,1965-10-14,E,NEWMARKET CORP,NEU
004472,P,LC,33647,5238,1981-12-21,1989-09-28,EVERGREEN RESOURCE-OLD,EVER.2
004494,P,LU,87717,7232,1984-09-26,E,EXPEDITORS INTL WASH INC,EXPD
004503,P,LC,11850,20678,1962-01-31,E,EXXONMOBIL HOLDINGS CORP,XOM
004503,C,LC,11850,20678,1950-01-01,1962-01-30,EXXONMOBIL HOLDINGS CORP,XOM
004510,P,LU,19166,20681,1962-01-31,E,FMC CORP,FMC
004510,C,LU,19166,20681,1950-01-01,1962-01-30,FMC CORP,FMC
004517,P,LC,24205,20684,1962-01-31,E,NEXTERA ENERGY INC,NEE
004517,C,LC,24205,20684,1951-01-01,1962-01-30,NEXTERA ENERGY INC,NEE
004560,P,LC,53866,20690,1972-01-04,2015-07-06,FAMILY DOLLAR STORES,FDO
004598,P,LU,60628,1685,1978-04-12,E,FEDEX CORP,FDX
004600,P,LC,92640,20694,2008-04-23,2017-01-31,FEDERAL-MOGUL HOLDINGS CORP,FDML
004601,P,LC,51043,20695,1970-08-31,2010-07-07,FEDERAL NATIONAL MORTGA ASSN,FNMA
004608,P,LU,47706,20698,1969-02-11,E,FEDERAL SIGNAL CORP,FSS
004611,C,LU,77462,22856,1992-03-17,E,MACY'S INC,M
004622,C,LU,21135,20699,1962-01-31,2022-04-29,FERRO CORP,FOE
004622,C,LU,21135,20699,1950-01-01,1962-01-30,FERRO CORP,FOE
004640,P,LU,34746,1741,1980-01-31,E,FIFTH THIRD BANCORP,FITB
004640,C,LU,34746,1741,1980-01-01,1980-01-30,FIFTH THIRD BANCORP,FITB
004666,P,LU,34981,5599,1982-08-17,2010-07-30,INTERACTIVE DATA HLDGS -REDH,IDC
004674,P,LC,35044,1620,1972-12-14,E,REGIONS FINANCIAL CORP,RF
004675,P,LU,10342,8265,1986-06-10,2006-03-31,INAMED CORP,IMDC.
004678,P,LC,35167,5259,1982-01-04,2016-08-15,FIRSTMERIT CORP,FMER
004682,P,LC,66157,1645,1972-12-14,2001-02-26,U S BANCORP/DE-OLD,USB.1
004685,P,LU,35263,1658,1973-01-31,E,TRUSTMARK CORP,TRMK
004690,P,LC,10777,8674,1986-10-22,E,FIRST CITIZENS BANCSH  -CL A,FCNCA
004699,C,LC,35554,1689,1972-12-14,E,M&T BANK CORP,MTB
004708,P,LU,35781,1718,1972-12-14,2001-12-31,BANCWEST CORP,BWE
004723,P,LC,66157,1645,2001-02-27,E,US BANCORP,USB
004723,P,LC,36127,1788,1972-12-14,2001-02-26,US BANCORP,USB
004737,C,LU,36397,1856,1972-12-14,E,FIRST HORIZON CORP,FHN
004739,C,LC,36469,1869,1972-12-14,2008-12-31,WACHOVIA CORP,WB.3
004742,P,LU,52265,20724,1971-04-19,2003-07-31,FIRST VIRGINIA BANKS INC,FVB
004764,C,LU,47159,20734,1968-11-15,2004-04-30,FLEETBOSTON FINANCIAL CORP,FBF
004769,P,LU,47271,20736,1968-12-06,2003-04-01,FLEMING COMPANIES INC,FLMIQ
004790,P,LC,27748,20738,1968-01-31,2007-07-26,FLORIDA EAST COAST INDS,FLA
004790,C,LC,27748,20738,1968-01-01,1968-01-30,FLORIDA EAST COAST INDS,FLA
004802,P,LU,56784,20740,1972-12-14,2007-11-30,FLORIDA ROCK INDUSTRIES INC,FRK
004809,P,LC,49031,20743,1969-08-21,2001-03-26,FLOWERS FOODS INC,FLO
004809,P,LC,88924,41367,2001-03-28,E,FLOWERS FOODS INC,FLO
004818,P,LC,88853,41080,2000-12-22,E,FLUOR CORP,FLR
004818,C,LC,26382,20745,1957-10-28,1965-12-30,FLUOR CORP,FLR
004818,P,LC,26382,20745,1965-12-31,2000-11-30,FLUOR CORP,FLR
004828,P,LC,87205,35270,1999-09-09,2001-04-25,DELHAIZE AMERICA INC,DEG1
004834,P,LU,41726,20748,1965-03-16,2001-06-29,TRUE NORTH COMMUNICATIONS,TNO.1
004839,P,LC,25785,20750,1962-01-31,E,FORD MOTOR CO,F
004839,C,LC,25785,20750,1950-01-01,1962-01-30,FORD MOTOR CO,F
004842,C,LC,31974,20751,1962-07-02,2018-12-31,FOREST CITY REALTY TRUST INC,FCE.A
004843,P,LC,45241,20753,1967-10-24,2014-06-30,FOREST LABORATORIES  -CL A,FRX.1
004844,N,LX,37234,1807,1998-09-30,2006-03-31,FOREST OIL CORP -OLD,FST.1
004844,P,LC,37234,1807,1972-12-14,2014-12-16,FOREST OIL CORP -OLD,FST.1
004881,P,LU,37568,1688,1972-12-14,E,FRANKLIN ELECTRIC CO INC,FELE
004885,P,LU,37584,6407,1983-09-23,E,FRANKLIN RESOURCES INC,BEN
004926,P,LU,37875,1868,1972-12-14,E,FULLER (H. B.) CO,FUL
004941,P,LC,12036,20773,1962-01-31,E,GATX CORP,GATX
004941,C,LC,12036,20773,1950-01-01,1962-01-30,GATX CORP,GATX
004973,P,LU,38093,7094,1984-06-20,E,ARTHUR J GALLAGHER & CO,AJG
004984,C,LD,38149,297,1983-12-30,1986-01-31,GAMING & TECHNOLOGY-OLD,GATI.
004984,C,LC,38149,297,1978-11-02,1983-12-29,GAMING & TECHNOLOGY-OLD,GATI.
004988,P,LC,47941,20782,1969-03-10,E,TEGNA INC,TGNA
004990,P,LU,59010,1892,1976-05-20,E,GAP INC,GAP
005018,P,LU,20765,20786,1962-01-31,2023-07-31,AEROJET ROCKETDYNE HOLDINGS,AJRD
005018,C,LU,20765,20786,1949-12-01,1962-01-30,AEROJET ROCKETDYNE HOLDINGS,AJRD
005020,P,LC,87031,1928,1999-07-20,2009-03-26,GENENTECH INC,DNA.2
005038,P,LU,40838,20789,1964-07-09,2001-07-31,HARCOURT GENERAL INC,H.2
005046,P,LC,12052,20791,1962-01-31,E,GENERAL DYNAMICS CORP,GD
005046,C,LC,12052,20791,1954-01-01,1962-01-30,GENERAL DYNAMICS CORP,GD
005047,P,LC,12060,20792,1962-01-31,E,GE AEROSPACE,GE
005047,C,LC,12060,20792,1950-01-01,1962-01-30,GE AEROSPACE,GE
005071,P,LC,17144,20798,1962-01-31,E,GENERAL MILLS INC,GIS
005071,C,LC,17144,20798,1950-06-01,1962-01-30,GENERAL MILLS INC,GIS
005072,P,LC,14558,53687,2014-04-10,E,ALLY FINANCIAL INC,ALLY
005073,N,LX,12369,53554,2014-03-31,E,GENERAL MOTORS CO,GM
005073,N,LX,12079,20799,1997-01-31,2008-07-31,GENERAL MOTORS CO,GM
005073,P,LC,12369,53554,2010-11-18,E,GENERAL MOTORS CO,GM
005073,C,LC,12079,20799,1950-01-01,1962-01-30,GENERAL MOTORS CO,GM
005073,P,LC,12079,20799,1962-01-31,2009-06-01,GENERAL MOTORS CO,GM
005074,P,LC,83596,31660,1996-06-10,2008-08-25,ELECTRONIC DATA SYSTEMS CORP,EDS.
005079,C,LU,22541,20802,1952-01-01,1962-01-30,GPU INC,GPU.
005079,P,LU,22541,20802,1962-01-31,2001-11-30,GPU INC,GPU.
005087,P,LU,55212,21548,1998-10-07,E,SPX TECHNOLOGIES INC,SPXC
005109,P,LU,21055,20805,1962-01-31,E,GENESCO INC,GCO
005109,C,LU,21055,20805,1949-11-01,1962-01-30,GENESCO INC,GCO
005116,P,LU,38659,5242,1981-12-22,E,GENTEX CORP,GNTX
005125,P,LU,46674,20807,1968-08-20,E,GENUINE PARTS CO,GPC
005134,P,LU,23915,20809,1962-01-31,2005-12-30,GEORGIA-PACIFIC CORP,GP.1
005134,C,LC,23915,20809,1950-01-01,1962-01-30,GEORGIA-PACIFIC CORP,GP.1
005169,P,LC,16424,20818,1962-01-31,2005-09-30,GILLETTE CO,G.1
005169,C,LC,16424,20818,1950-01-01,1962-01-30,GILLETTE CO,G.1
005184,P,LC,67563,6458,1984-01-31,1998-09-29,GOLDEN STATE BANCORP INC-OLD,GSB.1
005184,C,LC,67563,6458,1983-10-05,1984-01-30,GOLDEN STATE BANCORP INC-OLD,GSB.1
005187,P,LC,45428,20826,1967-11-29,2001-11-20,GLOBALSANTAFE CORP,GSF.2
005216,C,LC,53479,20831,1975-02-28,2006-09-29,GOLDEN WEST FINANCIAL CORP,GDW
005216,C,LC,53479,20831,1974-01-01,1975-02-27,GOLDEN WEST FINANCIAL CORP,GDW
005229,P,LU,12140,20833,1962-01-31,2012-07-31,GOODRICH CORP,GR
005229,C,LU,12140,20833,1950-01-01,1962-01-30,GOODRICH CORP,GR
005234,C,LU,16432,20834,1950-01-01,1962-01-30,GOODYEAR TIRE & RUBBER CO,GT
005234,P,LU,16432,20834,1962-01-31,E,GOODYEAR TIRE & RUBBER CO,GT
005250,P,LC,85908,34684,1998-04-08,2021-09-30,GRACE (W R) & CO,GRA
005252,P,LU,39571,2002,1972-12-14,E,GRACO INC,GGG
005256,P,LU,52695,20841,1971-06-23,E,GRAINGER (W W) INC,GWW
005301,P,LC,26657,20844,1962-01-31,2010-12-10,GREAT ATLANTIC & PAC TEA CO,GAPTQ
005301,C,LC,26657,20844,1958-12-15,1962-01-30,GREAT ATLANTIC & PAC TEA CO,GAPTQ
005306,P,LC,32379,20845,1966-01-31,2005-07-29,GREAT LAKES CHEMICAL CORP,GLK.1
005306,C,LC,32379,20845,1962-07-02,1966-01-30,GREAT LAKES CHEMICAL CORP,GLK.1
005338,P,LU,83233,27374,1996-03-06,E,GREIF INC  -CL A,GEF
005342,P,LC,90213,45286,2004-07-01,2023-06-30,MONEYGRAM INTERNATIONAL INC,MGI
005342,C,LC,19721,20851,1950-01-01,1962-01-30,MONEYGRAM INTERNATIONAL INC,MGI
005342,P,LC,19721,20851,1962-01-31,2004-06-30,MONEYGRAM INTERNATIONAL INC,MGI
005417,P,LC,65939,2231,1982-01-29,2006-01-31,HUDSON UNITED BANCORP,HU
005417,C,LC,65939,2231,1982-01-01,1982-01-28,HUDSON UNITED BANCORP,HU
005439,P,LU,23819,20868,1962-01-31,E,HALLIBURTON CO,HAL
005439,C,LU,23819,20868,1950-01-01,1962-01-30,HALLIBURTON CO,HAL
005492,P,LC,25582,20883,1962-01-31,E,L3HARRIS TECHNOLOGIES INC,LHX
005496,P,LU,25304,20884,1962-01-31,E,ENVIRI CORP,NVRI
005496,C,LU,25304,20884,1960-01-01,1962-01-30,ENVIRI CORP,NVRI
005518,P,LU,52978,20887,1971-08-11,E,HASBRO INC,HAS
005526,P,LU,41187,20890,1964-10-13,E,HAWAIIAN ELECTRIC INDS,HE
005539,P,LU,41292,6616,1983-11-23,E,HEALTHCARE SERVICES GROUP,HCSG
005559,P,LU,76927,11011,1991-08-08,E,STERLING INFRASTRUCTURE INC,STRL
005560,P,LU,32651,20897,1962-07-02,E,HECLA MINING CO,HL
005567,J,LU,85945,20898,1998-04-24,E,HEICO CORP,HEI
005568,C,LC,23077,20900,2013-06-01,2013-06-10,KRAFT HEINZ CO,KHC
005568,P,LC,23077,20900,1962-01-31,2013-05-31,KRAFT HEINZ CO,KHC
005568,P,LC,15408,55296,2015-07-06,E,KRAFT HEINZ CO,KHC
005568,C,LC,23077,20900,1950-05-01,1962-01-30,KRAFT HEINZ CO,KHC
005581,P,LU,32707,20902,1962-07-02,E,HELMERICH & PAYNE,HP
005589,P,LU,18016,20904,1962-01-31,2008-11-28,HERCULES INC,HPC
005589,C,LU,18016,20904,1950-01-01,1962-01-30,HERCULES INC,HPC
005597,P,LC,16600,20906,1962-01-31,E,HERSHEY CO,HSY
005597,C,LC,16600,20906,1950-01-01,1962-01-30,HERSHEY CO,HSY
005600,P,LC,91575,51423,2006-11-16,2016-06-30,HERTZ GLOBAL HOLDINGS INC,HTZ
005600,P,LC,84663,34736,1997-04-25,2001-03-09,HERTZ GLOBAL HOLDINGS INC,HTZ
005600,P,LC,16086,55584,2021-11-09,E,HERTZ GLOBAL HOLDINGS INC,HTZ
005600,P,LC,16086,55584,2016-07-01,2020-10-29,HERTZ GLOBAL HOLDINGS INC,HTZ
005606,P,LC,27828,20908,1962-01-31,E,HP INC,HPQ
005608,P,LU,61567,2130,1972-12-14,E,HEXCEL CORP,HXL
005619,P,LU,41807,2141,1981-01-30,2005-11-30,HIBERNIA CORP  -CL A,HIB
005619,C,LU,41807,2141,1981-01-01,1981-01-29,HIBERNIA CORP  -CL A,HIB
005639,P,LC,52716,20913,1971-06-28,2021-12-31,HILL-ROM HOLDINGS INC,HRC
005643,P,LC,14338,54672,2013-12-12,E,HILTON WORLDWIDE HOLDINGS,HLT
005643,P,LC,23309,20915,1962-01-31,2007-10-24,HILTON WORLDWIDE HOLDINGS,HLT
005643,C,LC,23309,20915,1950-01-01,1962-01-30,HILTON WORLDWIDE HOLDINGS,HLT
005667,P,LC,32803,20922,1965-11-30,E,HF SINCLAIR CORP,DINO
005671,P,LC,42140,2227,1972-12-14,2016-04-28,PINNACLE ENTERTAINMENT INC,PNK
005680,P,LC,66181,5085,1981-09-22,E,HOME DEPOT INC,HD
005686,C,LU,12319,20926,1950-01-01,1962-01-30,HOMESTAKE MINING,HM
005686,P,LU,12319,20926,1962-01-31,2001-12-31,HOMESTAKE MINING,HM
005690,P,LU,42439,2191,1972-12-14,E,HNI CORP,HNI
005709,P,LU,32870,20932,1962-07-02,E,HORMEL FOODS CORP,HRL
005723,P,LC,91207,20935,2006-04-10,2016-09-22,STARWOOD HOTELS&RESORTS WRLD,HOT
005726,P,LU,44986,20936,1967-09-15,2001-08-31,HOUGHTON MIFFLIN CO,0780B
005735,C,LC,20124,20938,1962-01-31,2003-03-28,HSBC FINANCE CORP,HBC1
005735,C,LC,20124,20938,1950-01-01,1962-01-30,HSBC FINANCE CORP,HBC1
005742,C,LU,21792,20939,1951-01-01,1962-01-30,CENTERPOINT ENERGY INC,CNP
005742,P,LU,21792,20939,1962-01-31,E,CENTERPOINT ENERGY INC,CNP
005750,N,LD,65285,20942,1983-12-30,1992-09-13,HOVNANIAN ENTRPRS INC  -CL A,HOV
005750,P,LC,65285,20942,1983-12-30,E,HOVNANIAN ENTRPRS INC  -CL A,HOV
005750,C,LC,65285,20942,1983-09-16,1983-12-29,HOVNANIAN ENTRPRS INC  -CL A,HOV
005764,P,LC,32942,20945,1962-07-02,E,HUBBELL INC,HUBB
005774,P,LC,66587,2232,1972-12-14,2006-03-31,HUGHES SUPPLY INC,HUG
005776,P,LC,48653,20950,1969-07-02,1993-03-07,GALEN HEALTH CARE INC,GHC.1
005783,P,LU,42877,6606,1983-11-22,E,HUNT (JB) TRANSPRT SVCS INC,JBHT
005786,P,LU,42906,2093,1972-12-14,E,HUNTINGTON BANCSHARES,HBAN
005824,P,LC,38973,20953,1963-03-25,2010-02-26,PEPSIAMERICAS INC,PAS
005848,C,LC,75227,20951,1987-10-01,2001-09-28,IBP INC,IBP.1
005860,P,LC,12570,20964,1962-01-31,E,ITT INC,ITT
005860,C,LC,12570,20964,1950-01-01,1962-01-30,ITT INC,ITT
005862,P,LC,80210,30265,1994-03-02,E,RAYONIER INC,RYN
005870,P,LU,21928,20965,1962-01-31,E,IDACORP INC,IDA
005870,C,LU,21928,20965,1951-01-01,1962-01-30,IDACORP INC,IDA
005878,P,LU,56573,20968,1973-03-13,E,ILLINOIS TOOL WORKS,ITW
005885,P,LU,43610,6125,1983-07-01,2002-07-31,IMMUNEX CORP,IMNX
005902,P,LU,43757,6560,1984-07-31,2020-10-30,IMMUNOMEDICS INC,IMMU
005902,C,LU,43757,6560,1984-07-01,1984-07-30,IMMUNOMEDICS INC,IMMU
005918,P,LU,51633,20976,1970-12-08,2019-02-28,VECTREN CORP,VVC
005921,P,LD,21370,21004,1965-01-29,1983-11-20,INDIANAPOLIS POWER & LIGHT,IPL1
005959,P,LC,12431,20977,1962-01-31,E,TRANE TECHNOLOGIES PLC,TT
005959,C,LC,12431,20977,1950-01-01,1962-01-30,TRANE TECHNOLOGIES PLC,TT
005969,P,LC,75228,7712,1985-08-27,1987-12-10,IVACO INDUSTRIES INC,IVX.1
005980,P,LC,65293,20979,1983-07-26,2010-04-15,TERRA INDUSTRIES INC,TRA
005980,N,LX,65293,20979,1998-04-30,2010-04-15,TERRA INDUSTRIES INC,TRA
006003,P,LU,44506,6867,1984-02-17,2019-03-31,INTEGRATED DEVICE TECH INC,IDTI
006008,P,LU,59328,2367,1972-12-14,E,INTEL CORP,INTC
006025,P,LU,77855,20987,1992-06-29,2014-07-31,FURNITURE BRANDS INTL INC,FBNIQ
006066,P,LC,12490,20990,1962-01-31,E,INTL BUSINESS MACHINES CORP,IBM
006066,C,LC,12490,20990,1950-01-01,1962-01-30,INTL BUSINESS MACHINES CORP,IBM
006078,P,LC,40272,20991,1964-03-02,E,INTL FLAVORS & FRAGRANCES,IFF
006081,P,LC,12503,21265,2008-06-30,2021-07-30,NAVISTAR INTERNATIONAL CORP,NAV
006081,P,LC,12503,21265,1962-01-31,2007-02-13,NAVISTAR INTERNATIONAL CORP,NAV
006081,C,LC,12503,21265,1949-11-01,1962-01-30,NAVISTAR INTERNATIONAL CORP,NAV
006097,P,LC,45277,5132,1981-10-22,2015-04-06,INTL GAME TECHNOLOGY,IGT.1
006100,P,LU,45306,5184,1981-11-12,E,INTERDIGITAL INC,IDCC
006104,P,LC,21573,20994,1962-01-31,E,INTL PAPER CO,IP
006104,C,LC,21573,20994,1950-01-01,1962-01-30,INTL PAPER CO,IP
006109,P,LC,27705,20996,1962-01-31,2015-01-13,INTL RECTIFIER CORP,IRF
006109,C,LC,27705,20996,1960-12-12,1962-01-30,INTL RECTIFIER CORP,IRF
006116,P,LU,84226,27852,1996-12-01,2019-10-31,INTL SPEEDWAY CORP  -CL A,ISCA
006116,N,LU,84226,27852,1996-11-05,1996-11-30,INTL SPEEDWAY CORP  -CL A,ISCA
006127,P,LC,23317,20654,1962-01-31,2002-01-11,ENRON CORP,ENRNQ
006127,C,LC,23317,20654,1962-01-01,1962-01-30,ENRON CORP,ENRNQ
006136,P,LU,53065,20997,1971-08-23,2025-11-28,INTERPUBLIC GROUP OF COS,IPG
006140,C,LC,76745,11041,1991-07-24,2004-09-22,INTERSTATE BAKERIES CORP,IBCIQ
006158,P,LU,45728,7029,1984-05-11,2023-05-05,INVACARE CORP,IVCRQ
006178,P,LC,21370,21004,1962-01-31,2001-03-27,IPALCO ENTERPRISES INC,AES4
006196,C,LU,46077,6393,1969-06-17,2020-06-30,ANIXTER INTL INC,AXE
006207,P,LC,46149,2456,1977-12-14,2006-12-29,JLG INDUSTRIES INC,JLG
006216,P,LU,52329,21011,1971-04-27,E,JACOBS SOLUTIONS INC,J
006223,C,LU,82694,14268,1995-12-28,E,EMCOR GROUP INC,EME
006239,C,LC,86804,35031,2013-03-01,E,JEFFERIES GROUP LLC,LUK2
006239,P,LC,86804,35031,1999-04-28,2013-02-28,JEFFERIES GROUP LLC,LUK2
006239,P,LC,46392,6496,1983-10-13,1999-04-27,JEFFERIES GROUP LLC,LUK2
006241,C,LC,48485,21015,2006-04-01,2006-04-28,JEFFERSON-PILOT CORP,JP.1
006241,P,LC,48485,21015,1969-06-09,2006-03-31,JEFFERSON-PILOT CORP,JP.1
006242,P,LC,80543,13043,2010-07-01,2011-05-31,SMURFIT-STONE CONTAINER CORP,SSCC.
006242,P,LC,80543,13043,1994-05-04,2009-02-03,SMURFIT-STONE CONTAINER CORP,SSCC.
006266,P,LC,22111,21018,1962-01-31,E,JOHNSON & JOHNSON,JNJ
006266,C,LC,22111,21018,1950-01-01,1962-01-30,JOHNSON & JOHNSON,JNJ
006268,P,LC,42534,21019,1965-10-11,2016-09-05,JOHNSON CONTROLS INTL PLC,JCI
006304,P,LU,46886,2551,1980-10-08,E,KLA CORP,KLAC
006307,P,LC,89757,44118,2003-06-10,2018-10-23,SEARS HOLDINGS CORP,SHLDQ
006307,P,LC,12749,21028,1962-01-31,2002-12-18,SEARS HOLDINGS CORP,SHLDQ
006307,C,LC,12749,21028,1950-01-01,1962-01-30,SEARS HOLDINGS CORP,SHLDQ
006310,P,LC,51596,21029,1970-11-24,2007-05-30,KINDER MORGAN INC,KMI
006310,P,LC,12558,53667,2011-02-11,E,KINDER MORGAN INC,KMI
006334,P,LC,24432,21032,1962-01-31,2018-06-04,GREAT PLAINS ENERGY INC,GXP
006334,C,LC,24432,21032,1951-01-01,1962-01-30,GREAT PLAINS ENERGY INC,GXP
006335,P,LC,12650,21033,1963-01-31,2021-12-31,KANSAS CITY SOUTHERN,KSU
006335,C,LC,12650,21033,1963-01-01,1963-01-30,KANSAS CITY SOUTHERN,KSU
006338,P,LC,24053,21035,1962-01-31,E,EVERGY INC,EVRG
006338,C,LC,24053,21035,1958-01-01,1962-01-30,EVERGY INC,EVRG
006347,P,LC,89702,5331,2003-03-06,2007-11-15,WASHINGTON GROUP INTL INC,WNG
006357,P,LC,47205,6985,1984-04-13,2013-10-31,KAYDON CORP,KDN
006362,P,LU,47248,2510,1974-04-30,2007-06-29,KEANE INC,KEA
006362,C,LC,47248,2510,1974-01-01,1974-04-29,KEANE INC,KEA
006375,P,LU,26825,21041,1962-01-31,2025-12-31,KELLANOVA,K
006386,P,LU,44134,21045,1967-01-23,E,KENNAMETAL INC,KMT
006403,P,LC,25769,21049,1962-01-31,2006-08-10,KERR-MCGEE CORP,KMG.1
006418,C,LC,64995,2535,1972-02-23,1994-03-01,KEYCORP  -OLD,KEY.3
006435,P,LC,17750,21055,1962-01-31,E,KIMBERLY-CLARK CORP,KMB
006435,C,LC,17750,21055,1950-05-01,1962-01-30,KIMBERLY-CLARK CORP,KMB
006461,P,LU,59045,21057,1976-09-13,E,KIRBY CORP,KEX
006475,P,LC,48960,21061,1969-08-14,2006-06-30,KNIGHT-RIDDER INC,KRI
006502,P,LC,16678,21068,1962-01-31,E,KROGER CO,KR
006502,C,LC,16678,21068,1950-01-01,1962-01-30,KROGER CO,KR
006509,C,LU,48144,2552,1972-12-14,E,KULICKE & SOFFA INDUSTRIES,KLIC
006523,P,LD,45225,21854,1984-01-31,1987-02-27,VALHI INC-OLD,VHI.1
006523,P,LC,45225,21854,1967-10-23,1984-01-30,VALHI INC-OLD,VHI.1
006529,P,LC,48267,5995,1983-05-13,2014-05-06,LSI CORP,LSI.1
006532,P,LC,48291,5292,1982-02-02,2018-10-31,XCERRA CORP,XCRA
006543,P,LU,48347,2615,1972-12-14,E,LA-Z-BOY INC,LZB
006547,P,LC,12781,21080,1962-01-31,E,SPIRE INC,SR
006547,C,LC,12781,21080,1950-10-01,1962-01-30,SPIRE INC,SR
006552,J,LX,65656,6066,1998-04-30,2006-06-30,LAFARGE NORTH AMERICA INC,LAF
006552,P,LU,65656,6066,1983-06-14,2006-06-30,LAFARGE NORTH AMERICA INC,LAF
006557,N,LX,90045,44900,2004-02-10,2007-09-28,LAIDLAW INTERNATIONAL INC,LI.3
006557,P,LC,90045,44900,2004-02-10,2007-09-28,LAIDLAW INTERNATIONAL INC,LI.3
006565,P,LC,48486,7013,1984-05-04,E,LAM RESEARCH CORP,LRCX
006573,P,LU,48523,2600,1972-12-14,E,MARZETTI CO (THE),MZTI
006574,P,LU,48531,2689,1972-12-14,2018-03-29,SNYDERS-LANCE INC,LNCE
006639,P,LU,50286,21090,1970-03-17,E,LEE ENTERPRISES INC,LEE
